,Rating,Title,Review,Review_Date
68,4.0,"4.0 out of 5 stars
Good to buy one plus brand.","Its good mobile to purchase, nice mobile , quality wise also good, battery is getting 24 hours continous when we use with mobile net.",Reviewed in India 🇮🇳 on 9 May 2023
69,4.0,"4.0 out of 5 stars
One Gps camera issue and otherwise good","Overall very good mobile in this range but there is camera issue that when I catch photo with gps camera , front view through mobile is very clear and full of light but after pressing capture button it makes little bit dim and low light. This is the problem I am facing.",Reviewed in India 🇮🇳 on 27 April 2023
70,4.0,"4.0 out of 5 stars
Worst product",Not nice,Reviewed in India 🇮🇳 on 20 May 2023
71,4.0,"4.0 out of 5 stars
Nice phone in this budget",Very good phone in this budget. But last year this phone was selling 18k with no cost emi. But now I purchased almost 20k with 3 month EMI . One more thing all four corners have lineing in this phone so don't confused. It's not broken. It's design,Reviewed in India 🇮🇳 on 3 May 2023
72,4.0,"4.0 out of 5 stars
Light weight",Light weight and super fast charging,Reviewed in India 🇮🇳 on 19 May 2023
73,4.0,"4.0 out of 5 stars
Good",Good,Reviewed in India 🇮🇳 on 16 May 2023
74,4.0,"4.0 out of 5 stars
its the best watch i have ever use",really like the watch,Reviewed in India 🇮🇳 on 14 May 2023
75,4.0,"4.0 out of 5 stars
Camera quality is not too good",Overall phone is good but camera quality needs to be much better. Battery backup and other funtions are okay.,Reviewed in India 🇮🇳 on 11 May 2023
76,4.0,"4.0 out of 5 stars
Good",Fast performance better for heavy gaming,Reviewed in India 🇮🇳 on 15 May 2023
77,4.0,"4.0 out of 5 stars
Nice 5G phone at a decent price","I loved the colour (sky blue), which looked exceptional when I opened it. Just started using it so cannot comment much on the performance. My mom always used Samsung before, and is fairly comfortable with the change of brand. She is using this since couple of weeks without concerns, but could have had better features at this price. This probably can only fit 2 SIM cards or 1 SIM and 1 SD card, that was surprising. Camera quality does not look great even though the brand claims to have higher MP camera's. Both SIM slots are mentioned 5G, which is great and battery quality so far looks reasonable.",Reviewed in India 🇮🇳 on 2 April 2023
78,4.0,"4.0 out of 5 stars
Good product",Phone is good in performance.,Reviewed in India 🇮🇳 on 12 May 2023
79,5.0,"5.0 out of 5 stars
Is one plus CE 2 lite a good phone?","After using this phone a few months ago I feel like it is very good even though I used other phones like Vivo and Samsung. In my opinion this phone is very good in both gaming performance and charging battery faster. When talking about camera, it is very decent for a phone under this price but ultra wide is missing which is a drawback. Also its display is LCD display instead of amoled display. Indeed 5G with extra fast internet connection like Airtel 5G. Note that this phone is a sub products from a company called Oppo. That means if you used realme, oppo or even any Chinese phone. It will be the same only. Atlast it depends on your preferences whether Chinese,Indian or American smart phone ,it all depends on you. Whether you choose a flagship phone or just a moderate phone like One plus CE 2 lite.",Reviewed in India 🇮🇳 on 18 May 2023
80,4.0,"4.0 out of 5 stars
Not good not bad","I am posting a review after 7 days of used,Pros :Battery is good, if you are using your mobile 10-12 hours continuous, charging will go for 1 day ..Performance is good, fast, looks good, features also ok.Cons :I heard about the camera quality of one plus is good, but my personal experience that it is not good, one plus front and back camera click real pictures but not in quality, images are blurry and pixels are also not clear. Am very disappoint with camera quality.I chose this to buy bcuz of camera and battery, but my experience is not good with this.Other phone are also coming with good quality...If you want to go for brand, go for it,But in the other brand you can get more good mobiles .",28 March 2023
81,4.0,"4.0 out of 5 stars
Good",Overall good.  Only thing no auto call recording facility available.,11 May 2023
82,4.0,"4.0 out of 5 stars
Budget friendly reliable phone","I bought the phone in Jan 2023 @ 18250. Below are pros and cons I observed.Pros:1. Lightweight2. Good processor (snapdragon 695) for day to day task. No heating issue.3. Display is bright enough for sunlight usage.4. Network connectivity is good. I am able to use Jio 5g on this phone. Best speed so far is 500 Mbps. Call quality is good.5. Ram management is decent and with ram plus i.e. 6+6 I don't find any lag even with heavier tasks.6. Speaker is loud, clear and good.7. Fingerprint scanner is good and faster.8. Oxygen OS is clean and snappier without any bloatwares.9. Main Camera and front camera is decent in this price range. Low-light performance is decent but you need a steady hand for shake free images. Camera comes with good features.10. Battery backup is really good. Lasts 1.5 to 2 days easily with normal to medium usage. Attached the battery usage details.Cons:1. Display is IPS LCD. Could have been Amoled.2. Missing OIS on main camera. EIS is not really helpful.3. Cannot record 4k videos.4. Plastic body is ok but not very durable.5. No gorilla glass protection. Better to install some screen protection.",5 February 2023
83,4.0,"4.0 out of 5 stars
Handy and light weight","Phone is handy and light weight, OS is smooth, front camera is good but the main camera quality is not good at all.",8 May 2023
84,5.0,"5.0 out of 5 stars
Network issue in network area, it's wastage of money , better to to","It's has network issue always ,I have free memory and it gets hang, not worthy , it's best to go for Samsung or MI in budgetable , or any other brand , one plus not good option",8 June 2023
85,4.0,"4.0 out of 5 stars
Quality",Ya I like it let's see how long does it works,7 May 2023
86,4.0,"4.0 out of 5 stars
Work",Good,11 May 2023
87,4.0,"4.0 out of 5 stars
Love it",Good camera and storage.,10 May 2023
88,4.0,"4.0 out of 5 stars
Awesome phone..",Awesome phone.. nice features..,11 May 2023
89,4.0,"4.0 out of 5 stars
Average",It's good,29 April 2023
90,4.0,"4.0 out of 5 stars
Superb",Good looking and camera clarity is fabulous battery life is very nice fast charging amazing 🤩 fast fingure scanner working software is good no hanging issue.Must by 👍,Reviewed in India 🇮🇳 on 23 April 2023
91,4.0,"4.0 out of 5 stars
Best purchase",Best,Reviewed in India 🇮🇳 on 30 April 2023
92,4.0,"4.0 out of 5 stars
Worest mobile",mobile signals not working mobile battery backup not good some times hanged some times hanged yesterday visited OnePlus store not good service,Reviewed in India 🇮🇳 on 21 April 2023
93,4.0,"4.0 out of 5 stars
Ok ok",Good one but not to that extended,Reviewed in India 🇮🇳 on 2 May 2023
94,4.0,"4.0 out of 5 stars
Nice",Good products,Reviewed in India 🇮🇳 on 2 May 2023
95,4.0,"4.0 out of 5 stars
No Damaged Pieces",Good Service,Reviewed in India 🇮🇳 on 30 April 2023
96,4.0,"4.0 out of 5 stars
Good product",It is good product but not good foe heavy gaming,Reviewed in India 🇮🇳 on 24 April 2023
97,4.0,"4.0 out of 5 stars
Value for money","This phone is value for money. Meanwhile, you can't experience the one plus charm. Camera quality is average. 5G connection speed is slightly less than the connection speed of other 5G phones.",Reviewed in India 🇮🇳 on 18 April 2023
98,4.0,"4.0 out of 5 stars
Good product within budget","I feel it's very good phone within this budget range. Camera, performance and specially OS. Only one thing can be improved is display.",Reviewed in India 🇮🇳 on 23 April 2023
99,4.0,"4.0 out of 5 stars
Perfect in budget","Budget friendly, performance is good and enough",Reviewed in India 🇮🇳 on 2 May 2023
100,4.0,"4.0 out of 5 stars
A decent package for non gamers and everything thing is decent not the best out there","The media could not be loaded.
                



 Build quality - Rating 7.5 : One of the light weight phones out there and has to say it's quite comfortable for one hand usage and even the material used is polycarbonate but gets the job done but doesn't matter if back cover is there . In terms of styling it's similar to oppo phone but i liked it but won't recommend gray one as it attaches fingerprints but if you are going to use back cover then it doesn't matterDisplay -  Rating 8 : Really good amoled plan and 90hz refresh rate works well wish it could have been 120hz . But the bottom chin is quite thick that is the only thing and yes there is gorilla glass 5 protection and screen guard pre applied too . But the panel on this one is the not the best out there but it's pretty decent as wellPerformance - Rating 9 :Dimensity 900 with ufs 2.2 and lppdr4x Ram gets the job done for regular day to day operations and I didn't played games so can't say but considering this soc is pretty good you can expect 50 fps stable in bgmi and cod . Still I would say this processor is good but competition is offering better so you decide . For me gaming doesn't matter and for next 2 years it can last me easily for normal.usageSoftware- 8.5 : biggest con is Android 11 based on oxygen OS or should I say future color oos 😂 but overall it's quite stable and no bugs as of now but still can't say a lot will have to wait for Android 12 to have better ideaCamera -  Rating 7.5 : 64mp is decent I was atleast expecting samsung sensor though but they provided omnivison sensor which gets the job done but to be Frank I am not into camera that much so better to check other reviews and video stability in 1080p is good and 8mp ultratwide is decent as well . Still the camera is not the best out there again I am saying this because others are offering better but OnePlus managed to give decent thingsBattery -  Rating 9: on 90hz refresh rate with 40 percent brightness and dark mode excluding gaming it gives 7 hrs of sot from 99 to 89 on wifi network and then 89 to 59 on jio network and rest remaining on wifi . So battery for normal tasks can last more than 1.5 day . Charging takes about 30 minutes to charge from 10 percent to 99 which is pretty fastSpeakers -  6: pathetic only single speaker and quality is moderate5g bands - 8 bands so it' is futuristicCall quality - Rating 10 :  it's amazing pretty loud and none of the parties ever complained about my voice that is getting mumbledSo to conclude you can buy this one if you only care for OnePlus and you want to try OnePlus for the first time . I was even getting mi 11 lite ne 5g at same price but rejected it due to miui . So for normal users and those who want a stable software without any ads or notification or bloatwares its good",26 February 2022
101,4.0,"4.0 out of 5 stars
Nice product",I purchased it 2 months before. Camera quality & battery backup are very good. Others performance is good.,18 April 2023
102,4.0,"4.0 out of 5 stars
Good Product","Great device, but as One-entry-level plus's offering, there are some minor flaws that will be obvious. The first issue is the perplexing placement of the power button (and hence the finger sensor). Daily phone handling can be aggravating, with fingers locking and unlocking the phone as you try to handle it and place it in your pockets. Although this is not a major issue, it is something to consider. The second point is that there is some lag here and there (only a minor amount), which I am hoping will go away with future updates/improvements.",24 March 2023
103,5.0,"5.0 out of 5 stars
After use review",Writing review after using it for a year... Best for this amount for gaming and other uses... Fast charging is just 🔥..,14 June 2023
104,4.0,"4.0 out of 5 stars
Good product but video editing me slow hai",,8 May 2023
105,4.0,"4.0 out of 5 stars
Value for price",It is good. but organizing contact is a bit cozy,20 April 2023
106,4.0,"4.0 out of 5 stars
Face",Mobile 📱📱📱📱 mast hai,21 April 2023
107,4.0,"4.0 out of 5 stars
Nice phone","I am happy really,👍👍👍👍",27 April 2023
108,4.0,"4.0 out of 5 stars
Love it",Camera quality and battery backup is good,22 April 2023
109,4.0,"4.0 out of 5 stars
Nice",Nice in this range,22 April 2023
110,4.0,"4.0 out of 5 stars
Good in this price","After using 6 months, product is good, charging and battery backup is awesome.",Reviewed in India 🇮🇳 on 21 April 2023
111,4.0,"4.0 out of 5 stars
Good",no problem,Reviewed in India 🇮🇳 on 24 April 2023
112,4.0,"4.0 out of 5 stars
Perfact",All function of this brand run smoothly,Reviewed in India 🇮🇳 on 20 April 2023
113,4.0,"4.0 out of 5 stars
Best Smartphone","It's a great smartphone under 20k. Camera, battery and processor is very good. Overall it is a nice smartphone.",Reviewed in India 🇮🇳 on 21 April 2023
114,4.0,"4.0 out of 5 stars
5G is working 😃","Performance is good no lag in day to day usesI will basically talk about camera 🤳Primary 64mp Camera is good I say in proper lighting conditions, Portrait shots are nice, Video quality is not good my old K20 pro takes far better video than this ... Rest UW and Macro i really fell it's useless poor quality pictures by UW camera and Macro shots take lot of time to focus...Airtel 5G is working Jio 5G not tested will update my review after testing...",Reviewed in India 🇮🇳 on 19 March 2023
115,5.0,"5.0 out of 5 stars
Camera Picture quality very nice.",Great product given by OnePlus.Service of Amazon is great.In this range brand like one plus provide nice product.,Reviewed in India 🇮🇳 on 4 June 2023
116,4.0,"4.0 out of 5 stars
Awasame",The products good and best quality,Reviewed in India 🇮🇳 on 3 May 2023
117,4.0,"4.0 out of 5 stars
Good",Good,Reviewed in India 🇮🇳 on 27 April 2023
118,4.0,"4.0 out of 5 stars
Its good and worth of money",I like this best brand in this much amount and thats 5G mobile.,Reviewed in India 🇮🇳 on 26 April 2023
119,4.0,"4.0 out of 5 stars
Good 👍",Nice Performance,Reviewed in India 🇮🇳 on 25 April 2023
120,4.0,"4.0 out of 5 stars
Ok",Good,Reviewed in India 🇮🇳 on 28 April 2023
121,5.0,"5.0 out of 5 stars
Best mobile phone with value for money",Here is my mobile ratings after using 15 days :Camera 8/10Battery 8.5/10Fast charging 10/10Display Quality 9/10Fingerprint scanner 10/10Speaker 8/10Selfie camera 9/10Body weight 10/10Smoothness 10/10Body Quality 9/10Multiple apps tasking 10/10Security features 9/10Value for money 8.5/10New Android version update available.,Reviewed in India 🇮🇳 on 28 May 2023
122,5.0,"5.0 out of 5 stars
Loved it",I am using dis mobile and it is very nyc and no problem,Reviewed in India 🇮🇳 on 7 June 2023
123,3.0,"3.0 out of 5 stars
Not as expected","I bought this mobile for the purpose of camera, calculator , calling and audio purpose but if i compare with nokia 6.1 plus then it is not as expected.1. First image is nokia 6.1 plus and second is one plus nord ce 2 on same day.2. The quality of Audio while listening music or capture video is not as expected, i guess nokia 6.1 plus audio is better than this mobile.3. Some time auto stopped while listening music.4. Connect to call is awesome 5/5 for this purpose.5. Calculator is awesome for researcher purpose.6. During day time heating problem while taking pictures or making video, i observe nokia 6.1 plus is all time cool, nokia has big issue- software problems, charger problems, jack problems otherwise nokia is better than Apple.7. Battery is awesome better than nokia or other mobile phone but drain very fast even not using internet connection.8. Look is awesome but bigger than hand so may be fall during call.9. one plus gave cover free of cost but there is no protection for camera.10. If you are searching data from your SD slot then it is very slow even data is only 200mb , but nokia is very fast even data is more than 128 gb.Over all this is not as expected (5/10) because data consuming more than other mobile even we never use any social media apps.",Reviewed in India 🇮🇳 on 9 April 2023
124,4.0,"4.0 out of 5 stars
Worst Experience, Product is not working properly","Worst Experience, Product is not working properly, Auto Restart Showing on screen.",Reviewed in India 🇮🇳 on 20 April 2023
125,3.0,"3.0 out of 5 stars
Battery is not upto mark","Camera , display, sound very in this budget compared to other mobiles of same budget. Battery backup is really a challenge.I am Normal using without media play and gaming still battery backup is not more than 12 hours.",Reviewed in India 🇮🇳 on 12 June 2023
126,5.0,"5.0 out of 5 stars
Best","I loved it, it is very handy and fast",Reviewed in India 🇮🇳 on 12 June 2023
127,3.0,"3.0 out of 5 stars
Build quality is poor,","Not as expected,sound clarity is not there,noisy.Earlier I used Redmi note 8.Build,sound quality is better than OnePlus. Photo is reasonable.we have lot of option in this segment",Reviewed in India 🇮🇳 on 12 June 2023
128,5.0,"5.0 out of 5 stars
Prann' 1+","Phone performance is good, looks good and comfortable in hand",Reviewed in India 🇮🇳 on 14 June 2023
129,5.0,"5.0 out of 5 stars
Budget smartphone",Best budget 5g smart phone smoothly working,Reviewed in India 🇮🇳 on 14 June 2023
130,4.0,"4.0 out of 5 stars
👍",Good phone,Reviewed in India 🇮🇳 on 16 April 2023
131,5.0,"5.0 out of 5 stars
Good quality of phone",OnePlus Nord is nice work,Reviewed in India 🇮🇳 on 13 June 2023
132,5.0,"5.0 out of 5 stars
Very good phone",Very good phone,Reviewed in India 🇮🇳 on 14 June 2023
133,4.0,"4.0 out of 5 stars
Not Upto One Plus","It is fine, but could have been even better.",Reviewed in India 🇮🇳 on 14 April 2023
134,4.0,"4.0 out of 5 stars
Good",Good,Reviewed in India 🇮🇳 on 13 April 2023
135,5.0,"5.0 out of 5 stars
Phone one plus C2",Best product,Reviewed in India 🇮🇳 on 14 June 2023
136,3.0,"3.0 out of 5 stars
Fingerprint scan at wrong location","It is waste of fingerprint at lock button, it will not works all time",Reviewed in India 🇮🇳 on 13 June 2023
137,4.0,"4.0 out of 5 stars
Best at budget",All specifications are satisfied one minur i.e heating isse due to software,Reviewed in India 🇮🇳 on 6 April 2023
138,5.0,"5.0 out of 5 stars
Good phone for basic needs",,Reviewed in India 🇮🇳 on 9 June 2023
139,4.0,"4.0 out of 5 stars
3/5, good as a secondary phone!","Have always used 1+ as my secondary phone, upgrade my old OnePlus for the CE 2 lite.Camera quality 3/5Speed and processing 5/5For the price, this phone is very good!Overall, i am satisfied with the product for the price! Good premium budget phone!",Reviewed in India 🇮🇳 on 28 March 2023
140,5.0,"5.0 out of 5 stars
One plus ce 2 lite",Nice phone,Reviewed in India 🇮🇳 on 10 June 2023
141,4.0,"4.0 out of 5 stars
நல்லதொரு பொருள்",இந்தப் பொருள் எனக்கு ரொம்பவும் பிடித்தது,Reviewed in India 🇮🇳 on 11 April 2023
142,5.0,"5.0 out of 5 stars
Camera quality","I am facing some issues with the network connectivity. However, overall a very good phone.",Reviewed in India 🇮🇳 on 2 June 2023
143,4.0,"4.0 out of 5 stars
Good",Nice product in this price range,Reviewed in India 🇮🇳 on 8 April 2023
144,4.0,"4.0 out of 5 stars
OIS",Very nice,Reviewed in India 🇮🇳 on 16 April 2023
145,5.0,"5.0 out of 5 stars
Good",Good,Reviewed in India 🇮🇳 on 13 June 2023
146,4.0,"4.0 out of 5 stars
Phone is smooth",It's nice brand,Reviewed in India 🇮🇳 on 10 April 2023
147,4.0,"4.0 out of 5 stars
Nice",Gift item,Reviewed in India 🇮🇳 on 13 April 2023
148,4.0,"4.0 out of 5 stars
Superb",Very nice mobile,Reviewed in India 🇮🇳 on 9 April 2023
149,4.0,"4.0 out of 5 stars
Good product",Phone is not working fast as per expectation.,Reviewed in India 🇮🇳 on 10 April 2023
150,4.0,"4.0 out of 5 stars
camera quality",good product,11 April 2023
151,4.0,"4.0 out of 5 stars
Mobil",Very good phone,12 April 2023
152,4.0,"4.0 out of 5 stars
Overall good phone at this price.",Everything is fine but i am not fully satisfied with battery beacause it drop very fast so this phone is not for heavy phone users. Although it comes with 33W super vooc charging that takes about an hour  to get fully charged,29 March 2023
153,5.0,"5.0 out of 5 stars
Mobiles OS is fearless.","Awesome mobile, camera is good, good battery backup.",4 June 2023
154,3.0,"3.0 out of 5 stars
Average",Average performance,5 June 2023
155,5.0,"5.0 out of 5 stars
Really good product",I like this phone 💖 💖💖,6 June 2023
156,3.0,"3.0 out of 5 stars
Charger is not working",MobileIs good but having prblm in charger i don’t know how it can stop working in 2 days .. so please thik before buy mobile with Amazon better buy it from store only atlst they can take responsibility of it.. they don’t take responsibility..,18 May 2023
157,5.0,"5.0 out of 5 stars
Great Product",Phone is excellent and Amazon service was amazing.,1 June 2023
158,4.0,"4.0 out of 5 stars
Good",Camera awsmm Happy,8 April 2023
159,3.0,"3.0 out of 5 stars
Bad choise",Poor camera quality as compare to samsung..a huge disappointment.,4 June 2023
160,5.0,"5.0 out of 5 stars
Very classy product",I am very satisfied using this phone.Camera quality and other features are awesome.Working very fine.No trouble at all.,26 May 2023
161,5.0,"5.0 out of 5 stars
OK",OK,13 June 2023
162,5.0,"5.0 out of 5 stars
Phone review","I got 2 of them, one black andd one aqua, both are working superb and very good",30 May 2023
163,5.0,"5.0 out of 5 stars
Feed back",Nice product happy for price of phone,1 June 2023
164,4.0,"4.0 out of 5 stars
Good mobile phone 📱",Very good product,8 April 2023
165,3.0,"3.0 out of 5 stars
Battery was not good",I have been using it for two months and the battery is not good as they claim. Getting discharged while using the internet.,25 May 2023
